"V3","V4","V102","V103","V104","V105"
119,39,2.899722,3.750625,0.369326,0.72105
100,55,3.558442,1.681741,0.982291,-0.476594
75,110,0.514663,1.068886,-0.288334,-0.702809
1,93,1.12605,3.861614,0.80748,-0.395464
90,76,1.479987,2.894033,-0.498884,0.654129
108,79,2.758011,1.608541,-2.119188,2.264649
36,4,1.429686,2.413928,0.17643,-0.239072
92,108,3.63748,3.074566,0.876303,0.237443
11,55,1.554857,0.787915,0.302965,-0.98436
4,82,1.008846,2.93019,-0.838275,0.815905
21,90,1.680661,2.540227,0.475248,-0.381285
32,45,1.293925,5.17389,1.560439,-0.537984
116,47,3.910901,1.690171,1.085335,-0.430999
86,22,3.54918,2.182662,-0.199408,0.90732
83,27,1.279888,1.684623,0.15071,-0.574533
26,92,3.473757,1.799859,1.332107,-0.811155
121,49,3.287967,1.217877,-0.601303,0.803168
12,83,3.574479,-0.400585,-0.381059,0.03385
38,100,1.334777,2.894607,0.954195,-0.855636
103,123,2.887411,1.252042,-0.65784,0.711195
56,125,3.421316,2.428578,1.073841,-0.315611
105,85,5.121278,1.415369,-0.324809,1.358599
102,56,5.001779,1.473218,-0.619207,1.628856
105,65,3.972001,1.229447,0.846238,-0.357279
98,55,5.001779,1.473218,-0.619207,1.628856
124,51,3.330192,1.165275,-0.62194,0.81933
127,44,1.546122,1.167094,0.839716,-1.367854
100,62,2.574553,1.934871,-0.02356,0.231435
30,86,1.802225,2.369208,0.196974,-0.124938
112,107,3.04331,2.006705,0.277488,0.151726
17,109,3.165526,1.64367,0.635852,-0.306093
31,83,1.946115,2.516441,1.676043,-1.482343
109,47,1.444414,3.30011,-0.366023,0.675064
28,37,1.835627,3.227093,1.197929,-0.757804
100,117,3.601151,1.255831,-0.954803,1.300207
102,101,4.569941,1.565111,0.198572,0.671734
88,99,3.836615,2.012409,-0.599773,1.354458
101,92,2.278134,1.71349,-1.999169,1.991596
59,126,2.063131,3.23083,0.717575,-0.183604
63,121,0.862113,2.24523,-0.142069,-0.222376
114,123,-0.589656,2.824674,-0.788197,0.068792
73,123,1.596075,1.769367,0.144323,-0.405114
97,7,2.039328,3.046095,-0.652263,1.09914
115,55,-0.171777,1.264154,-0.176019,-1.014007
34,39,1.601133,2.528003,1.003064,-0.946702
21,46,1.149299,4.653825,1.981139,-1.231463
37,50,1.2773,2.053248,-0.639382,0.365606
121,74,0.996304,1.587012,-1.907001,1.323861
118,86,2.712358,2.772273,0.021889,0.587604
118,90,2.249068,1.447424,-0.468235,0.342031
30,1,1.133435,4.403278,0.499221,0.137283
2,101,1.08702,2.247113,-0.028962,-0.241891
95,43,3.626433,2.275445,0.584621,0.194654
104,45,6.19203,1.31011,-2.468639,3.893996
17,44,1.504892,1.393559,0.165288,-0.617869
107,92,1.202579,2.6197,-1.013562,0.942045
54,17,2.122981,1.350898,0.009324,-0.22691
91,85,3.823537,1.354993,-0.664925,1.14232
87,87,3.904601,1.435839,0.87599,-0.329173
29,20,1.858777,3.436637,1.465753,-0.928369
34,35,2.180821,3.665324,1.29321,-0.531437
60,117,1.148631,2.586693,-0.193766,0.087552
73,110,1.159766,3.975798,-0.671124,1.141755
111,92,3.346926,1.026667,0.241759,-0.092632
12,92,2.018608,2.195039,0.13678,-0.049213
8,95,2.02751,2.033892,0.1168,-0.092122
4,56,2.942634,2.467944,0.942827,-0.364056
127,49,2.898614,2.0144,-0.66541,1.036702
104,59,2.288903,2.033585,-0.621623,0.752599
107,70,3.405943,1.444392,-0.098441,0.44373
106,65,3.306532,1.96008,-0.294993,0.812356
112,38,2.74039,1.217672,-0.878485,0.856999
115,73,2.179779,3.080342,-0.640021,1.158489
109,77,0.388861,2.31747,0.12786,-0.655953
29,86,1.879715,1.823144,-0.54342,0.419898
7,89,1.874148,2.761114,-0.890238,1.15012
28,106,2.766019,1.963686,1.239318,-0.939221
53,67,1.774533,3.635625,0.147359,0.434983
83,17,1.007926,3.870561,-0.191631,0.556989
40,72,1.001903,3.778428,0.838613,-0.511085
122,21,2.821549,1.263971,0.107548,-0.075678
3,100,1.71487,4.738451,0.702497,0.311445
9,94,2.606979,1.661359,0.702785,-0.593876
105,74,3.005719,2.020374,-0.547328,0.965589
105,59,4.321453,1.667821,1.005633,-0.193056
31,30,1.491611,0.885072,-0.156211,-0.510899
14,22,1.737882,5.019202,3.190335,-2.048932
125,60,-0.034802,3.79827,-0.748691,0.658267
94,12,2.016824,2.943857,-1.090949,1.485787
100,7,2.927129,2.102723,-1.038547,1.458568
33,40,2.583185,3.279409,1.130211,-0.362338
24,40,1.281481,2.77332,0.060992,-0.035194
108,72,1.784311,2.473102,-0.679858,0.785804
98,67,1.816733,2.478295,-2.173373,2.292794
42,35,1.308746,2.177756,0.243782,-0.452703
30,35,1.401936,2.165019,0.329257,-0.505215
28,87,2.1682,2.890295,-0.813251,1.248536
31,82,2.227055,2.079272,2.147829,-2.018752
93,106,3.918176,1.605558,-0.594338,1.214434
11,44,1.756834,2.822877,0.538807,-0.298165
126,42,1.036049,3.202606,0.194292,-0.092017
121,40,3.650091,2.619998,1.279305,-0.347658
1,112,1.178841,3.013742,0.554618,-0.471051
127,56,3.523853,2.550299,-0.618549,1.466536
123,58,2.411517,1.910099,0.258064,-0.126393
45,29,2.02879,2.851937,0.71551,-0.351634
112,55,3.827415,1.55514,1.030746,-0.467351
69,125,3.526129,1.409114,-0.323422,0.702309
109,74,1.89936,2.184563,-0.799018,0.833087
26,5,1.970244,1.137951,0.170254,-0.539524
22,1,1.704097,2.731058,0.184552,-0.004095
5,93,1.015367,2.558136,-0.024245,-0.148413
102,52,4.844544,1.348341,1.707787,-0.811507
25,43,1.794566,2.235575,1.874348,-1.85891
10,90,1.95095,1.840477,0.126675,-0.212201
53,36,2.208269,3.293606,0.945771,-0.326361
118,55,4.691853,1.467505,0.842049,0.039748
114,43,1.725468,1.634991,-0.815413,0.552525
109,45,2.088489,1.853037,-0.078726,0.054672
101,51,6.184942,1.307866,-2.497075,3.918594
95,53,6.201061,1.016068,-2.533254,3.840895
14,96,2.02751,2.033892,0.1168,-0.092122
107,81,2.181721,1.033855,-1.959004,1.632434
21,19,2.669117,2.002564,1.369089,-1.092732
87,111,2.458779,1.305741,-1.072943,0.972887
104,12,3.522229,2.17413,-0.307523,1.000843
50,2,3.277584,0.144217,1.118824,-1.361551
106,24,-0.583356,2.925286,-1.119145,0.443723
121,40,1.329673,1.219379,-0.515617,-0.079907
22,54,2.165835,2.325609,1.093978,-0.890398
19,53,2.223002,1.600395,0.651256,-0.723883
34,36,3.597332,3.052645,1.166441,-0.07917
41,47,2.576294,1.395363,0.554491,-0.56876
4,86,2.221239,1.140727,-0.221898,-0.043117
107,113,1.748415,2.645157,0.253122,-0.090048
111,51,4.175091,1.334576,-0.762208,1.375292
104,48,4.189644,2.314227,-1.544454,2.567197
107,111,1.656601,3.930712,-0.100737,0.756402
59,113,2.260217,3.272528,1.008398,-0.376771
88,18,4.590178,1.308826,-0.156591,0.929175
56,65,2.30907,3.001464,1.016291,-0.474945
5,105,1.766087,2.573136,0.445472,-0.303945
41,9,3.668818,0.477228,0.531574,-0.477765
37,12,3.733239,2.442194,1.301498,-0.40936
87,45,2.807223,1.297919,0.360197,-0.318242
22,68,2.879055,0.67621,0.991395,-1.177013
114,29,2.856474,1.879339,0.876143,-0.574411
17,30,2.371142,3.403488,1.093874,-0.363292
111,38,2.947577,1.008162,-1.19882,1.175304
97,6,-0.195363,4.14204,1.311023,-1.322229
62,48,2.590963,1.70195,-1.656376,1.772305
82,1,1.205842,3.28171,-0.109036,0.312594
92,55,2.916531,4.143646,1.31424,-0.053439
42,67,1.265179,1.804205,-0.399453,0.018677
86,3,1.781628,2.779936,1.677421,-1.442824
36,82,1.406505,2.728481,-1.285274,1.342076
60,55,1.840286,1.476285,-0.915805,0.632376
110,59,2.809599,2.404844,-0.227363,0.72453
118,84,0.27488,1.116017,-0.476868,-0.593814
20,18,3.795207,2.870741,0.327306,0.766395
116,82,2.167968,1.318898,-0.604746,0.391742
20,26,1.350893,3.867514,-0.90131,1.405392
117,17,2.653059,1.527959,-0.461726,0.534137
36,80,1.362817,2.211514,-1.481866,1.307483
47,73,1.429172,2.162687,-0.208734,0.042115
67,66,2.138681,2.625966,-0.345876,0.659857
38,18,1.729782,1.893318,0.404013,-0.558174
33,28,2.090796,1.736907,-0.757476,0.685465
39,15,2.769651,2.642636,-1.697891,2.275274
101,23,0.132684,2.449275,-0.806083,0.227511
123,101,2.558394,2.329745,1.923334,-1.557197
19,30,1.228883,2.660091,-0.086003,0.04328
59,53,2.0673,1.187832,0.391982,-0.698683
114,69,2.52256,1.82596,-0.009429,0.151107
41,22,3.631735,2.013308,0.047445,0.624136
53,30,2.355498,2.870746,2.336561,-1.829672
117,88,0.901223,2.191701,0.631844,-1.000599
17,37,1.106402,1.013803,-1.34364,0.569375
95,106,2.70219,3.061375,-0.079772,0.804504
28,22,2.249428,1.471472,-0.206278,0.090704
72,121,3.275356,1.740711,-0.979108,1.391911
21,43,2.764278,3.373017,0.375621,0.503869
38,43,2.155825,2.561125,-0.028346,0.323155
13,92,4.959997,1.320316,0.889033,0.041073
107,38,1.752981,3.589397,-0.277271,0.831649
26,46,1.84311,2.474665,0.233356,-0.101424
95,115,2.198988,2.19684,-0.049603,0.211541
97,20,4.648559,1.949948,0.161308,0.90013
46,59,2.656311,2.945004,1.293937,-0.634619
40,43,1.559057,5.002631,1.723244,-0.662362
124,51,3.343872,2.566337,-0.3206,1.102072
31,94,3.079062,3.109118,-0.761969,1.658162
105,90,4.015584,1.035697,-1.038332,1.462879
96,53,4.609621,1.664159,-1.246963,2.173172
98,62,5.226576,1.331766,1.857953,-0.812685
124,55,1.879222,1.204066,-1.149597,0.770179
95,63,3.4862,1.365532,-0.47083,0.815882
26,75,1.968319,2.288675,0.31845,-0.21172
126,39,5.318922,1.07738,1.523884,-0.547077
42,95,1.387901,3.392543,0.714489,-0.389006
93,95,2.056552,1.606844,-1.737914,1.596018
57,122,2.413207,1.074738,-0.164007,-0.049348
58,121,1.477323,2.56158,0.567226,-0.54853
96,57,2.725649,3.436609,0.110047,0.779451
123,124,1.693729,2.547027,-1.48208,1.580439
43,71,1.670564,2.623244,-1.607215,1.727947
78,127,1.6375,1.782481,0.310503,-0.548865
81,117,2.470665,1.345017,-0.281068,0.20202
99,22,2.727865,3.082596,-0.341549,1.084606
100,17,4.171486,1.889452,-0.210826,1.051649
119,54,0.716277,2.704473,-0.369975,0.135629
20,47,1.612209,2.302811,0.959507,-0.991644
125,75,0.650957,1.630435,-1.561991,0.856533
111,93,2.129302,2.045115,-0.740366,0.810134
5,88,1.714594,2.720148,0.294372,-0.113286
95,39,3.486202,2.115982,0.542471,0.113494
39,41,1.947614,2.84925,1.088915,-0.75906
109,89,2.165536,3.849597,-0.418988,1.248485
98,93,3.823537,1.354993,-0.664925,1.14232
20,34,1.88689,2.927731,1.402656,-1.063878
30,31,2.309322,3.935342,2.658219,-1.730674
127,77,2.905509,2.897458,-0.270507,1.009644
69,114,3.361186,1.181654,-0.267443,0.485364
2,87,1.757221,2.733642,0.465373,-0.261206
4,88,1.405666,2.539202,-0.293834,0.273569
123,57,3.560217,2.561811,-0.472672,1.340349
119,63,3.619519,1.93219,-0.813125,1.446157
100,97,2.780457,2.255602,-0.32253,0.746673
111,79,1.892544,2.879192,-0.44039,0.758056
18,89,2.797494,3.281054,0.455822,0.398451
4,98,1.347895,4.289811,2.354639,-1.672939
22,99,3.770739,2.309409,2.322375,-1.46799
46,55,2.18619,4.112375,-0.793002,1.738955
99,60,4.569678,3.090256,-1.29596,2.794707
90,53,3.631025,3.394818,-1.16136,2.401941
39,68,2.905024,2.929446,-0.179487,0.933345
86,42,1.369556,2.594891,0.854836,-0.866254
126,31,2.211437,1.843407,-1.688751,1.70824
124,29,1.690362,1.309131,-1.732519,1.318652
6,102,2.634233,3.497239,-0.141384,1.017266
8,103,1.348515,5.118877,2.651765,-1.62752
28,26,1.50936,-0.267663,-0.58383,-0.551653
126,67,-0.947256,4.923409,0.070473,-0.069365
38,47,1.128693,3.342273,0.396519,-0.197867
110,66,3.089876,2.643772,0.103723,0.607418
105,62,2.251824,2.635209,-1.786199,2.148469
36,86,1.23622,3.695005,0.223441,0.163761
96,115,3.542947,2.167219,0.159397,0.54032
32,37,3.434478,3.773319,3.08889,-1.767764
33,72,3.574962,1.859388,0.073007,0.512976
124,35,1.009216,3.086276,-1.773495,1.814668
124,29,0.400822,2.33834,-1.776512,1.260647
117,57,3.705874,2.095465,0.031539,0.704242
126,51,3.412776,2.890043,-0.204307,1.148468
97,114,3.736925,1.51135,-0.678156,1.18508
111,80,2.32292,1.451626,-2.506362,2.408973
26,19,2.087846,4.475541,0.937101,0.121265
22,22,2.236322,2.136479,-0.661529,0.813084
109,105,0.76094,1.486529,0.319933,-1.037531
35,87,1.364762,2.299402,0.25706,-0.392716
7,87,1.057994,2.571631,0.146756,-0.296333
94,40,5.514743,1.328103,-0.394644,1.553543
21,42,3.553091,2.213697,1.864234,-1.138975
11,86,1.869936,1.85155,0.052368,-0.16655
48,43,1.602108,2.617969,0.405605,-0.314003
121,36,3.595013,1.318366,0.35527,0.01538
45,71,1.11888,3.981555,0.494224,-0.036443
109,124,2.493102,1.221258,0.183075,-0.302254
116,47,3.910901,1.690171,1.085335,-0.430999
25,80,4.349848,1.642795,-0.419322,1.232271
121,126,2.260529,2.388708,-0.666079,0.932319
109,46,3.819936,2.038289,-0.036029,0.796592
2,103,2.02751,2.033892,0.1168,-0.092122
114,74,1.792069,2.338491,0.000326,0.0533
16,16,2.669117,2.002564,1.369089,-1.092732
87,15,2.016824,2.943857,-1.090949,1.485787
32,10,2.020993,4.61007,1.703529,-0.61575
42,6,1.09416,0.214423,0.043035,-1.149341
45,9,1.890276,0.298635,1.160394,-1.905526
110,25,0.050114,2.351387,-1.331866,0.677831
105,36,1.329673,1.219379,-0.515617,-0.079907
12,52,1.712712,3.770873,1.615352,-1.00015
18,55,1.763698,3.157551,1.186502,-0.80384
4,92,1.214229,1.967593,0.214856,-0.549084
127,85,5.330301,1.672314,0.33137,0.894418
36,90,1.564565,3.005293,0.288994,-0.051544
11,97,5.230286,0.620566,0.54046,0.210157
52,53,2.797442,1.430355,-1.159394,1.248491
2,3,4.266429,1.883003,1.2029,-0.323169
117,83,4.26062,3.504478,-0.234726,1.778519
90,65,2.523191,1.378496,-1.514087,1.470391
119,67,2.096673,2.369197,0.154602,0.037519
125,80,3.50713,2.040454,0.337055,0.294361
47,56,1.241698,2.972912,0.259902,-0.168502
47,76,2.427497,1.711783,-1.092943,1.147285
23,48,2.786728,-0.260637,-0.012432,-0.597963
122,78,1.336906,2.233506,-0.518159,0.343039
2,116,3.417687,2.063977,-0.606186,1.210633
39,97,2.261169,2.490303,0.585236,-0.275306
95,94,3.800674,1.413163,-0.096314,0.590198
41,10,1.535004,1.153692,0.032443,-0.571088
123,91,1.101412,1.987517,0.737731,-1.109454
101,105,4.7908,1.09532,-0.053311,0.820567
13,1,3.939634,1.586518,0.689649,-0.066284
58,31,1.516151,3.882615,0.355798,0.223236
54,46,2.599778,-0.211292,-0.323727,-0.344016
106,113,2.810588,2.834541,-0.62894,1.303128
20,61,3.150595,2.875783,-0.317028,1.148093
113,56,-0.231158,2.255173,0.260046,-1.066507
21,27,1.30098,3.333853,-0.263301,0.527792
119,22,1.977029,3.382692,0.389137,0.172606
97,57,2.808852,3.46508,1.883077,-0.947055
34,1,4.123262,-0.83122,0.488266,-0.787614
124,96,4.043024,1.699209,-0.453238,1.162893
55,2,2.251441,1.460416,1.497524,-1.615324
59,17,2.659399,2.630548,0.829328,-0.299252
112,20,0.265507,1.190236,-1.06412,0.019565
92,68,4.497648,2.318487,-0.522343,1.674253
74,126,0.689679,4.553756,1.43339,-0.91394
110,97,3.874914,3.666786,1.604857,-0.149498
44,24,3.58899,0.18159,0.13469,-0.235004
122,103,3.301021,3.067365,1.678493,-0.704824
92,75,2.319925,3.065128,1.015372,-0.4444
76,105,1.538981,2.561875,0.381658,-0.338964
40,25,1.312015,0.871978,-0.834099,0.086682
33,18,1.398823,1.891973,-0.676997,0.386117
26,9,2.818904,0.013729,-1.529516,1.042889
14,31,2.619334,-0.220524,1.710826,-2.372615
102,44,3.989584,1.009361,0.043281,0.360699
124,69,1.455183,3.621873,0.64951,-0.202003
113,123,0.656131,3.930731,-0.267356,0.513171
37,16,2.273305,2.792929,0.198977,0.239533
56,11,1.484773,0.388747,-0.902944,0.026299
13,97,3.273627,0.775392,2.525881,-2.507336
14,6,2.039743,1.406328,-0.172165,-0.057413
125,37,-1.73081,3.213878,0.231078,-1.254987
100,23,2.895258,3.854243,1.392797,-0.260894
104,69,0.594458,3.09639,-0.977613,0.854273
51,47,1.396111,1.533493,0.278994,-0.718464
108,105,3.36299,3.746281,0.172639,1.104538
33,37,1.738313,1.005049,-1.05855,0.539724
33,79,1.48585,2.973011,-0.470286,0.660646
92,61,4.644712,2.163033,0.827646,0.321422
113,51,1.624224,1.921033,0.043316,-0.229429
104,67,3.699634,2.315964,-1.105169,1.929763
19,105,2.212744,1.134419,-0.229872,-0.041223
91,119,3.601151,1.255831,-0.954803,1.300207
92,103,3.836615,2.012409,-0.599773,1.354458
91,99,4.058198,2.119056,-0.861028,1.750036
63,117,3.710484,1.030822,0.504931,-0.205579
58,108,3.392975,1.51906,0.08159,0.288606
68,126,1.522124,1.775957,0.266744,-0.554866
91,10,-0.039673,3.579712,1.084383,-1.264323
24,46,2.070619,2.999091,0.416998,0.024562
28,46,1.377299,1.979539,0.052638,-0.315966
30,8,1.34596,5.065822,-0.407729,1.404227
1,88,1.714594,2.720148,0.294372,-0.113286
100,37,1.472964,3.796117,-0.451418,0.976429
32,43,3.709248,3.006908,1.008819,0.105111
90,96,3.847443,1.209139,-0.65172,1.078672
27,26,1.887364,2.723417,0.721311,-0.467409
20,24,1.977526,2.526395,1.012861,-0.804039
123,80,3.888277,1.997029,0.723665,0.047359
63,123,2.15674,3.940532,1.044082,-0.178711
114,96,1.665869,3.944549,-0.523438,1.187618
1,91,1.993576,1.853971,0.297675,-0.360122
2,94,3.534183,0.861932,-0.139821,0.297872
9,61,2.999151,4.153036,0.676323,0.620846
109,70,2.388514,2.497778,1.291802,-0.925789
116,30,1.697324,1.982539,-0.097973,-0.033882
109,89,3.626089,2.173564,-0.089854,0.825837
15,96,1.0771,2.481233,-0.054416,-0.124784
7,88,1.735038,3.64221,0.779096,-0.208493
31,104,3.128946,1.747513,0.819174,-0.460296
98,56,3.890553,3.052286,-1.320845,2.525935
78,121,3.548606,1.658105,-0.708152,1.198984
42,71,1.849945,2.840498,0.864791,-0.57751
15,90,2.31846,3.569057,1.835825,-1.056369
9,100,1.71487,4.738451,0.702497,0.311445
100,105,3.83863,2.618098,0.068897,0.938215
40,45,1.598354,2.544956,1.001529,-0.939304
112,61,2.735679,2.00681,-0.597963,0.899905
108,66,1.193922,1.619001,-1.463512,0.974995
41,91,1.913346,3.01313,2.127437,-1.741886
24,39,1.293925,5.17389,1.560439,-0.537984
34,71,1.563345,2.966052,-0.803664,1.023407
125,41,3.120981,2.597355,-0.723332,1.426912
127,38,3.83708,2.43374,0.311059,0.620023
3,114,1.16862,3.666148,0.668772,-0.320056
127,59,2.10192,2.354145,-0.451507,0.638775
45,8,2.015089,3.099956,0.746261,-0.285593
104,117,3.760788,1.390923,-0.029381,0.497104
121,47,3.68401,2.489875,0.468028,0.422257
110,74,1.89936,2.184563,-0.799018,0.833087
30,11,2.119145,0.703884,1.002544,-1.488855
0,96,1.513968,3.000486,1.26638,-1.049822
109,53,3.758794,2.105544,-1.238655,1.998952
6,82,1.680661,2.540227,0.475248,-0.381285
36,33,1.754718,2.991389,0.334384,-0.026619
120,32,2.685142,2.26664,0.354269,0.035423
125,34,1.443664,2.351402,-1.056158,0.971911
46,68,1.934775,1.462918,-1.420679,1.170927
107,119,2.541043,2.473806,-2.063687,2.477605
127,123,3.075045,1.013242,0.718005,-0.684324
109,45,2.142401,1.674501,-0.107544,0.031584
106,49,3.49123,2.785999,0.966933,-0.031657
94,57,4.35929,2.355829,-1.332469,2.441766
95,59,4.622704,1.474761,-2.856676,3.7084
14,21,3.975004,2.875971,2.095557,-0.924969
79,13,3.777393,1.11328,-2.319877,2.677955
29,10,2.06404,2.530997,0.826808,-0.580005
38,11,2.617896,-0.565532,0.457733,-1.262832
11,52,2.223002,1.600395,0.651256,-0.723883
4,89,1.24372,2.218873,0.415338,-0.633688
44,28,1.737111,2.455945,0.33439,-0.253734
124,48,1.684013,1.476558,-1.084349,0.7377
64,115,1.596075,1.769367,0.144323,-0.405114
122,50,2.61292,2.448805,0.50214,-0.065121
6,95,1.503946,2.623403,0.443412,-0.387358
22,97,3.186759,2.581711,0.313706,0.410473
119,28,2.685142,2.26664,0.354269,0.035423
86,6,1.710872,3.072063,0.0684,0.255983
48,77,1.352287,2.936884,-1.483295,1.602963
34,29,2.242833,3.005849,0.217102,0.296148
50,14,3.486629,3.374637,0.768256,0.40663
11,38,2.460153,0.534099,-0.644479,0.226999
26,26,1.860487,1.10338,-0.414816,-0.013112
21,94,3.415142,1.485246,-0.137798,0.503132
58,111,2.00754,3.693986,2.243746,-1.539633
30,6,1.434195,2.210261,-0.442028,0.29716
31,82,5.261022,0.324938,0.44837,0.193963
55,53,1.564051,2.177815,-0.34871,0.243357
54,62,1.822338,1.916191,0.491202,-0.598703
24,52,2.218225,2.083141,0.183898,-0.059848
92,62,4.030668,1.234205,0.7,-0.185726
98,21,1.118597,3.257074,-0.286268,0.443754
78,121,3.053964,1.801553,1.433941,-1.083729
14,97,2.678715,3.548712,-0.492296,1.407728
6,9,2.471453,1.743198,0.260465,-0.174439
119,43,2.669015,2.427447,-0.873975,1.322101
40,6,2.42246,0.816976,-1.712949,1.395474
97,13,1.515305,4.540476,-1.27949,2.127742
104,16,1.422098,1.094046,-0.689426,0.077955
65,120,2.783974,2.091312,-0.375927,0.733526
44,11,2.608248,2.855513,0.000883,0.599995
90,15,3.910626,1.835198,1.746008,-1.030929
99,83,0.338727,2.741518,0.473805,-0.845772
29,62,2.900218,3.149872,1.103664,-0.2606
91,44,2.220121,2.509739,-0.887763,1.186273
65,79,2.634309,1.704557,-0.302817,0.43932
98,102,1.13773,2.378782,-1.02536,0.828077
118,41,2.00582,2.200403,-1.000158,1.084205
101,47,1.052191,5.899462,1.084086,0.138728
3,96,2.186978,0.344631,-1.467274,0.858988
113,89,-0.656918,3.303174,0.28773,-0.836475
106,49,2.416613,1.236311,-0.119206,-0.025971
124,105,2.821207,3.273693,0.457296,0.40262
93,101,1.819622,2.430175,0.961506,-0.857097
27,59,2.188272,3.074682,-0.231211,0.751929
20,63,1.212239,4.601715,0.662459,0.089288
16,40,2.763082,1.852401,0.476806,-0.224937
18,50,4.188546,-0.106518,0.602669,-0.577276
19,10,2.401199,1.430127,0.615877,-0.686565
92,5,0.436774,3.382806,-0.395662,0.326649
103,89,1.025535,3.012657,-0.493489,0.512016
23,36,5.299055,1.240524,1.050131,-0.015008
24,94,3.169002,1.622777,1.003153,-0.679675
32,68,2.330331,4.261722,1.711266,-0.641571
105,60,1.769181,2.915744,1.195703,-0.910798
17,49,1.187119,0.469236,-1.584855,0.618401
55,11,1.714051,4.015314,-0.114952,0.828832
96,95,0.064793,2.931373,-0.059168,-0.348413
87,57,3.193475,1.924833,-0.18212,0.638618
31,32,3.146834,1.37758,1.435476,-1.222531
79,114,2.53191,2.345513,0.334771,0.025404
121,75,-0.818599,5.125302,0.74625,-0.607488
65,60,2.662865,3.780194,0.042603,0.962439
108,98,2.644877,2.75091,-0.248815,0.821772
1,96,1.514588,3.829552,1.563506,-1.004402
89,43,2.400843,2.85349,0.630976,-0.113612
60,9,1.193204,2.073353,-0.089487,-0.210216
95,89,3.847443,1.209139,-0.65172,1.078672
23,28,2.068991,3.240228,0.886884,-0.346678
5,87,1.680661,2.540227,0.475248,-0.381285
10,62,2.527163,4.7312,0.80424,0.538695
118,66,3.178692,2.020252,-0.318024,0.807962
117,58,2.33083,2.189331,0.347817,-0.133905
