time_step,                           population_size,                           mean_age,                           mean_sex,                           mean_food_consumed,                           mean_pesticide_consumed,                           mortality_rate,mean_food1_consumed,mean_food2_consumed,mean_food3_consumed,mean_pesticide1_consumed,mean_pesticide2_consumed,mean_pesticide3_consumed,trait1_mean_value,trait2_mean_value,trait3_mean_value,trait4_mean_value,mean_f
118, 12619, 2.921547, 2.497742, 2.286869, 0.037498, 0.454711,0.166476,0.173532,0.000000,0.016844,0.020654,0.000000,3.161361,3.047858,0.197234,0.709448,0.000000
119, 11330, 2.939453, 2.501059, 2.246357, 0.036501, 0.470432,0.163136,0.154369,0.000000,0.016652,0.019849,0.000000,3.159149,3.061160,0.213618,0.697668,0.000000
120, 9892, 2.963910, 2.503336, 2.186016, 0.037271, 0.486656,0.141779,0.135741,0.000000,0.016685,0.020586,0.000000,3.156070,3.049481,0.233887,0.671357,0.000000
121, 8391, 3.000834, 2.498749, 2.182721, 0.036873, 0.494458,0.143784,0.143566,0.000000,0.015765,0.021107,0.000000,3.133637,3.021131,0.233298,0.651089,0.000000
122, 7108, 2.985791, 2.494091, 2.109652, 0.038737, 0.517867,0.138982,0.109740,0.000000,0.017691,0.021046,0.000000,3.119927,3.012436,0.225204,0.649998,0.000000
123, 5789, 2.968216, 2.490067, 2.082339, 0.038964, 0.522370,0.136844,0.114780,0.000000,0.017798,0.021166,0.000000,3.102895,3.000579,0.266027,0.597384,0.000000
124, 4700, 2.971702, 2.505106, 2.051442, 0.040287, 0.528511,0.140952,0.094226,0.000000,0.017670,0.022617,0.000000,3.080902,2.957070,0.291864,0.544660,0.000000
125, 3739, 2.998128, 2.492110, 2.060549, 0.040964, 0.524204,0.148615,0.097681,0.000000,0.015077,0.025887,0.000000,3.083435,2.952365,0.337206,0.498478,0.000000
126, 3045, 2.987192, 2.499836, 2.888717, 0.044458, 0.276519,0.566547,0.548630,0.000000,0.016041,0.028417,0.000000,3.048433,2.925248,0.330452,0.479752,0.000000
127, 3694, 2.494044, 2.493503, 2.933460, 0.049486, 0.288035,0.500411,0.560672,0.000000,0.017956,0.031530,0.000000,3.059170,2.957599,0.279777,0.548093,0.000000
128, 4514, 2.340718, 2.494905, 2.749024, 0.052452, 0.329198,0.316399,0.363423,0.000000,0.018268,0.034184,0.000000,3.080813,2.999913,0.273524,0.580637,0.000000
129, 5176, 2.448029, 2.488794, 2.831999, 0.055616, 0.267968,0.362987,0.378029,0.000000,0.018883,0.036732,0.000000,3.088441,3.028328,0.272228,0.596761,0.000000
130, 6235, 2.607057, 2.495910, 2.829250, 0.059276, 0.241379,0.384322,0.371148,0.000000,0.020978,0.038299,0.000000,3.096878,3.039348,0.260989,0.615977,0.000000
131, 7593, 2.768339, 2.493349, 2.701781, 0.058783, 0.351376,0.337541,0.332453,0.000000,0.021478,0.037305,0.000000,3.111265,3.076427,0.221932,0.676154,0.000000
132, 8178, 2.621423, 2.494375, 2.646001, 0.056212, 0.340181,0.331744,0.323286,0.000000,0.021632,0.034581,0.000000,3.123570,3.092534,0.214206,0.695546,0.000000
133, 8822, 2.650873, 2.502154, 2.682911, 0.049325, 0.314781,0.333694,0.311389,0.000000,0.021414,0.027911,0.000000,3.145083,3.099354,0.212037,0.709318,0.000000
134, 9850, 2.733096, 2.503147, 2.626271, 0.045107, 0.342538,0.296262,0.285446,0.000000,0.019855,0.025252,0.000000,3.167811,3.118423,0.195702,0.742778,0.000000
135, 10576, 2.756902, 2.504349, 2.593120, 0.041236, 0.368003,0.280394,0.290770,0.000000,0.018308,0.022928,0.000000,3.185557,3.119377,0.200320,0.745816,0.000000
136, 11131, 2.722666, 2.501842, 2.520279, 0.038226, 0.384063,0.252256,0.266827,0.000000,0.016469,0.021757,0.000000,3.180246,3.129319,0.205296,0.742780,0.000000
137, 11341, 2.762808, 2.507010, 2.470313, 0.034661, 0.401199,0.228752,0.236444,0.000000,0.015221,0.019439,0.000000,3.181323,3.145293,0.223960,0.731173,0.000000
138, 11233, 2.801478, 2.505119, 2.440325, 0.034846, 0.411377,0.221522,0.223387,0.000000,0.014359,0.020487,0.000000,3.193048,3.148398,0.238121,0.723102,0.000000
139, 10921, 2.841681, 2.503525, 2.380834, 0.033649, 0.430821,0.189497,0.202747,0.000000,0.013208,0.020442,0.000000,3.212456,3.142380,0.252936,0.713759,0.000000
140, 10310, 2.870999, 2.506693, 2.331992, 0.030857, 0.449273,0.178963,0.189615,0.000000,0.012303,0.018554,0.000000,3.201036,3.157473,0.264705,0.703566,0.000000
141, 9434, 2.896544, 2.500954, 2.283391, 0.030819, 0.465656,0.167881,0.175335,0.000000,0.013327,0.017492,0.000000,3.197729,3.162660,0.270571,0.698492,0.000000
142, 8420, 2.908907, 2.499762, 2.258207, 0.031596, 0.478622,0.168001,0.157167,0.000000,0.013105,0.018490,0.000000,3.198675,3.134760,0.277431,0.680521,0.000000
143, 7387, 2.928523, 2.507378, 2.235162, 0.030817, 0.488696,0.159714,0.153774,0.000000,0.013055,0.017762,0.000000,3.197618,3.125346,0.254018,0.699605,0.000000
144, 6380, 2.935893, 2.497806, 3.112556, 0.031978, 0.257053,0.556786,0.644831,0.000000,0.014998,0.016980,0.000000,3.194779,3.147653,0.237200,0.724447,0.000000
145, 7904, 2.517713, 2.505061, 2.999137, 0.033972, 0.307819,0.464061,0.502914,0.000000,0.016960,0.017011,0.000000,3.301605,3.187743,0.188990,0.832776,0.000000
146, 9334, 2.406685, 2.505571, 2.828588, 0.032618, 0.344118,0.304997,0.338525,0.000000,0.016159,0.016459,0.000000,3.333866,3.198043,0.189359,0.849835,0.000000
147, 10518, 2.486119, 2.504088, 2.828294, 0.031492, 0.302624,0.319015,0.351453,0.000000,0.015843,0.015649,0.000000,3.357383,3.210516,0.188146,0.865799,0.000000
148, 12279, 2.629530, 2.505579, 2.749761, 0.032114, 0.297826,0.308921,0.322650,0.000000,0.015979,0.016135,0.000000,3.381756,3.236906,0.197119,0.877675,0.000000
149, 14151, 2.788637, 2.504558, 2.572932, 0.031913, 0.404848,0.270719,0.264252,0.000000,0.016541,0.015372,0.000000,3.399137,3.246061,0.215149,0.870547,0.000000
150, 14284, 2.667110, 2.500210, 2.474645, 0.029726, 0.399258,0.259975,0.257527,0.000000,0.015658,0.014067,0.000000,3.392772,3.257889,0.239528,0.848473,0.000000
151, 14303, 2.717682, 2.506048, 2.457388, 0.027775, 0.390897,0.233559,0.232941,0.000000,0.014228,0.013548,0.000000,3.392463,3.264854,0.269630,0.821159,0.000000
152, 14408, 2.822460, 2.504581, 2.413005, 0.028177, 0.422890,0.211449,0.198743,0.000000,0.015114,0.013063,0.000000,3.397147,3.265388,0.300247,0.792714,0.000000
153, 13950, 2.852473, 2.498423, 2.338639, 0.026340, 0.454695,0.191626,0.178820,0.000000,0.013172,0.013167,0.000000,3.390899,3.263144,0.317180,0.772324,0.000000
154, 12842, 2.860536, 2.496574, 2.284940, 0.027231, 0.472201,0.177040,0.155682,0.000000,0.013008,0.014223,0.000000,3.390499,3.256226,0.334066,0.752450,0.000000
155, 11465, 2.897776, 2.499259, 2.239065, 0.026170, 0.495072,0.159689,0.142536,0.000000,0.011992,0.014178,0.000000,3.376757,3.257806,0.360116,0.721477,0.000000
156, 9899, 2.904738, 2.498838, 2.198511, 0.027572, 0.506617,0.150622,0.128015,0.000000,0.011848,0.015724,0.000000,3.359410,3.236930,0.377444,0.688483,0.000000
157, 8347, 2.934827, 2.510603, 2.150511, 0.028116, 0.519228,0.139660,0.112026,0.000000,0.011266,0.016850,0.000000,3.336803,3.221255,0.411277,0.638998,0.000000
158, 6848, 2.978534, 2.513435, 2.138986, 0.027594, 0.534171,0.143577,0.104040,0.000000,0.011990,0.015604,0.000000,3.338291,3.207468,0.437170,0.608071,0.000000
159, 5492, 2.973234, 2.515477, 2.136402, 0.029316, 0.538237,0.146598,0.098868,0.000000,0.013133,0.016183,0.000000,3.326603,3.185315,0.493030,0.538369,0.000000
160, 4381, 2.967587, 2.512897, 2.112551, 0.030220, 0.538918,0.146455,0.100088,0.000000,0.014459,0.015761,0.000000,3.303577,3.151295,0.528088,0.479941,0.000000
161, 3475, 2.974101, 2.511079, 2.086619, 0.028124, 0.557986,0.131449,0.081913,0.000000,0.011770,0.016353,0.000000,3.291729,3.115748,0.563793,0.424788,0.000000
162, 2671, 2.959940, 2.519656, 3.054339, 0.030904, 0.264320,0.517038,0.659110,0.000000,0.011314,0.019590,0.000000,3.293047,3.089728,0.624078,0.354388,0.000000
163, 3283, 2.503807, 2.506549, 3.036870, 0.039219, 0.297289,0.467919,0.621681,0.000000,0.013786,0.025432,0.000000,3.310572,3.130258,0.626068,0.376280,0.000000
164, 3986, 2.341696, 2.499247, 2.800803, 0.040780, 0.337933,0.269714,0.385486,0.000000,0.014799,0.025980,0.000000,3.281429,3.153419,0.618065,0.381910,0.000000
165, 4553, 2.443224, 2.494839, 2.877518, 0.043581, 0.279376,0.312645,0.422679,0.000000,0.016682,0.026899,0.000000,3.311345,3.154943,0.625451,0.387380,0.000000
166, 5525, 2.568507, 2.497014, 2.812330, 0.045901, 0.259367,0.301696,0.425208,0.000000,0.018510,0.027391,0.000000,3.305551,3.156317,0.637282,0.373760,0.000000
167, 6672, 2.762890, 2.503897, 2.739127, 0.045974, 0.359862,0.302595,0.384572,0.000000,0.019305,0.026669,0.000000,3.294774,3.168398,0.646999,0.364636,0.000000
168, 7216, 2.592018, 2.506098, 2.690446, 0.047970, 0.338276,0.324053,0.377832,0.000000,0.021481,0.026489,0.000000,3.285782,3.176707,0.620972,0.390387,0.000000
169, 7858, 2.613133, 2.504200, 2.682912, 0.046147, 0.329600,0.284015,0.330093,0.000000,0.022238,0.023909,0.000000,3.290147,3.188752,0.602308,0.415775,0.000000
170, 8672, 2.721633, 2.511301, 2.643129, 0.046007, 0.359087,0.251766,0.317713,0.000000,0.021018,0.024989,0.000000,3.304839,3.193719,0.573725,0.452384,0.000000
171, 9231, 2.748348, 2.508612, 2.633481, 0.043662, 0.370707,0.270780,0.307211,0.000000,0.020206,0.023456,0.000000,3.303593,3.205783,0.556613,0.473936,0.000000
172, 9662, 2.750259, 2.502691, 2.604305, 0.041314, 0.383461,0.256817,0.292431,0.000000,0.018790,0.022524,0.000000,3.301902,3.214012,0.521077,0.512125,0.000000
173, 10010, 2.736264, 2.500200, 2.517943, 0.039826, 0.410190,0.232749,0.251163,0.000000,0.019266,0.020560,0.000000,3.329098,3.209036,0.510923,0.531328,0.000000
174, 10014, 2.722588, 2.505692, 2.473920, 0.038283, 0.412423,0.228527,0.244501,0.000000,0.017769,0.020514,0.000000,3.328223,3.212350,0.490111,0.553116,0.000000
175, 9857, 2.787359, 2.502688, 2.483594, 0.036803, 0.415136,0.234855,0.229826,0.000000,0.017078,0.019725,0.000000,3.336785,3.207188,0.476682,0.567895,0.000000
176, 9664, 2.816122, 2.495964, 2.444459, 0.034189, 0.433257,0.225276,0.205592,0.000000,0.016772,0.017418,0.000000,3.333952,3.201971,0.425746,0.615461,0.000000
177, 9238, 2.812947, 2.501191, 2.361983, 0.032651, 0.456484,0.200482,0.171353,0.000000,0.015857,0.016794,0.000000,3.341303,3.203923,0.397038,0.647937,0.000000
178, 8479, 2.845501, 2.503243, 2.373938, 0.034245, 0.458663,0.209830,0.169428,0.000000,0.017979,0.016266,0.000000,3.351601,3.184036,0.357863,0.683054,0.000000
179, 7775, 2.868424, 2.497492, 2.335596, 0.034469, 0.470482,0.186921,0.164116,0.000000,0.019124,0.015345,0.000000,3.363685,3.185329,0.315847,0.730485,0.000000
180, 7012, 2.881061, 2.504136, 3.224875, 0.033574, 0.242442,0.569413,0.698826,0.000000,0.019144,0.014430,0.000000,3.361083,3.193894,0.295568,0.753209,0.000000
181, 9033, 2.466512, 2.502934, 2.978758, 0.034222, 0.316617,0.435754,0.492716,0.000000,0.019952,0.014269,0.000000,3.431619,3.237103,0.279861,0.815530,0.000000
182, 10662, 2.377978, 2.508629, 2.798516, 0.034085, 0.346839,0.290607,0.334342,0.000000,0.019772,0.014314,0.000000,3.453091,3.265399,0.287889,0.827956,0.000000
183, 11967, 2.501629, 2.511657, 2.809080, 0.033117, 0.313529,0.301460,0.349641,0.000000,0.019229,0.013889,0.000000,3.456356,3.289125,0.296092,0.830883,0.000000
184, 13780, 2.642017, 2.508345, 2.725449, 0.033959, 0.312554,0.290643,0.318413,0.000000,0.019221,0.014738,0.000000,3.470766,3.311834,0.307614,0.834633,0.000000
185, 15508, 2.823446, 2.507029, 2.557631, 0.033072, 0.418236,0.246881,0.254237,0.000000,0.018235,0.014837,0.000000,3.489486,3.331934,0.319165,0.839039,0.000000
186, 15323, 2.697383, 2.501468, 2.456344, 0.030587, 0.417999,0.216969,0.256126,0.000000,0.017285,0.013303,0.000000,3.496619,3.340482,0.353089,0.811612,0.000000
187, 14947, 2.742624, 2.494815, 2.407120, 0.029486, 0.413528,0.201307,0.201197,0.000000,0.016050,0.013436,0.000000,3.504915,3.345499,0.344636,0.825516,0.000000
188, 14621, 2.862800, 2.496614, 2.367975, 0.028503, 0.445045,0.194276,0.178540,0.000000,0.015515,0.012988,0.000000,3.519189,3.355442,0.374384,0.805745,0.000000
189, 13757, 2.871266, 2.493131, 2.299726, 0.027259, 0.474449,0.188417,0.171377,0.000000,0.014016,0.013243,0.000000,3.511810,3.340650,0.409750,0.761309,0.000000
190, 12454, 2.841978, 2.487956, 2.219325, 0.026637, 0.494781,0.164518,0.135915,0.000000,0.013856,0.012781,0.000000,3.505220,3.343341,0.448084,0.721441,0.000000
191, 10846, 2.882261, 2.489674, 2.175697, 0.025844, 0.515121,0.145168,0.121943,0.000000,0.013457,0.012387,0.000000,3.512414,3.341862,0.478112,0.693787,0.000000
192, 9088, 2.903939, 2.496589, 2.156976, 0.025717, 0.513204,0.149534,0.114025,0.000000,0.012653,0.013064,0.000000,3.486490,3.329151,0.525806,0.630329,0.000000
193, 7614, 2.963620, 2.502233, 2.127092, 0.027802, 0.536380,0.156570,0.087306,0.000000,0.012248,0.015554,0.000000,3.482091,3.301845,0.579110,0.564042,0.000000
194, 6082, 2.983558, 2.511181, 2.128308, 0.028004, 0.550312,0.148887,0.095472,0.000000,0.012572,0.015432,0.000000,3.484725,3.283538,0.632712,0.504047,0.000000
195, 4796, 2.939533, 2.506464, 2.132031, 0.028647, 0.544829,0.168312,0.084773,0.000000,0.011073,0.017574,0.000000,3.479606,3.265792,0.675576,0.451841,0.000000
196, 3829, 2.936798, 2.509794, 2.149236, 0.030664, 0.551841,0.186372,0.066862,0.000000,0.009752,0.020912,0.000000,3.474644,3.239184,0.752084,0.362447,0.000000
197, 3040, 2.920724, 2.515789, 2.130816, 0.032876, 0.561513,0.164181,0.058702,0.000000,0.010291,0.022585,0.000000,3.478223,3.197702,0.828913,0.270075,0.000000
198, 2370, 2.917300, 2.519409, 3.131789, 0.034667, 0.270464,0.421232,0.803143,0.000000,0.009465,0.025201,0.000000,3.449518,3.131920,0.943361,0.116924,0.000000
199, 2950, 2.454915, 2.511525, 3.051497, 0.039975, 0.301017,0.362328,0.696517,0.000000,0.012428,0.027547,0.000000,3.469052,3.161742,0.948873,0.131694,0.000000
200, 3580, 2.341061, 2.499721, 2.824502, 0.047180, 0.353631,0.223061,0.425125,0.000000,0.016133,0.031047,0.000000,3.440419,3.200199,0.968893,0.115855,0.000000
201, 4066, 2.412691, 2.498524, 2.840121, 0.051376, 0.296114,0.260614,0.432021,0.000000,0.018630,0.032746,0.000000,3.433082,3.214316,0.966671,0.120902,0.000000
202, 4819, 2.589956, 2.494293, 2.869476, 0.052545, 0.253995,0.305872,0.455053,0.000000,0.020762,0.031783,0.000000,3.407957,3.199867,0.931654,0.139654,0.000000
203, 5892, 2.758995, 2.496945, 2.756865, 0.053766, 0.362865,0.292860,0.408531,0.000000,0.022923,0.030843,0.000000,3.400993,3.241611,0.877177,0.208435,0.000000
204, 6410, 2.571295, 2.496568, 2.691439, 0.054615, 0.349298,0.295703,0.390498,0.000000,0.025987,0.028628,0.000000,3.407972,3.237998,0.807380,0.279500,0.000000
205, 6983, 2.584419, 2.500644, 2.703844, 0.056481, 0.328082,0.294905,0.351980,0.000000,0.026817,0.029664,0.000000,3.404971,3.256917,0.756657,0.336735,0.000000
206, 7721, 2.707680, 2.500324, 2.662561, 0.055653, 0.360187,0.269165,0.290970,0.000000,0.027373,0.028280,0.000000,3.415786,3.267231,0.703877,0.398120,0.000000
207, 8176, 2.762842, 2.507461, 2.642934, 0.051861, 0.378669,0.278116,0.277374,0.000000,0.025482,0.026379,0.000000,3.418463,3.270377,0.641691,0.462614,0.000000
208, 8472, 2.755076, 2.500826, 2.624196, 0.049584, 0.392587,0.288802,0.259718,0.000000,0.025327,0.024257,0.000000,3.438935,3.299004,0.588249,0.536149,0.000000
209, 8604, 2.761623, 2.508949, 2.603403, 0.048034, 0.404928,0.269260,0.251974,0.000000,0.024569,0.023466,0.000000,3.437502,3.328179,0.517568,0.618190,0.000000
210, 8659, 2.740617, 2.504215, 2.596636, 0.044221, 0.405474,0.273917,0.249184,0.000000,0.020749,0.023472,0.000000,3.438322,3.354755,0.461268,0.685712,0.000000
211, 8772, 2.730734, 2.497834, 2.522769, 0.041756, 0.418035,0.239466,0.230243,0.000000,0.020401,0.021354,0.000000,3.414947,3.364889,0.401701,0.739836,0.000000
212, 8700, 2.758966, 2.502759, 2.493365, 0.037473, 0.430115,0.245274,0.207776,0.000000,0.019267,0.018206,0.000000,3.405755,3.358316,0.398515,0.736557,0.000000
213, 8507, 2.756083, 2.499706, 2.475005, 0.037832, 0.433055,0.249713,0.217090,0.000000,0.019132,0.018700,0.000000,3.403271,3.349095,0.354416,0.775785,0.000000
214, 8316, 2.753968, 2.505291, 2.424775, 0.037267, 0.444204,0.225808,0.202486,0.000000,0.018288,0.018979,0.000000,3.385226,3.333749,0.334880,0.781597,0.000000
215, 7882, 2.785968, 2.497716, 2.391844, 0.035424, 0.451789,0.222789,0.174135,0.000000,0.015956,0.019468,0.000000,3.384164,3.338303,0.309488,0.808404,0.000000
216, 7413, 2.793741, 2.506543, 3.330474, 0.037613, 0.214758,0.578382,0.775954,0.000000,0.017211,0.020401,0.000000,3.361780,3.320986,0.297171,0.804423,0.000000
217, 9915, 2.448311, 2.502471, 3.022795, 0.037345, 0.311044,0.439076,0.494414,0.000000,0.017204,0.020141,0.000000,3.420885,3.376724,0.246158,0.902504,0.000000
218, 11857, 2.398499, 2.500295, 2.828790, 0.037367, 0.350763,0.283467,0.350222,0.000000,0.016179,0.021188,0.000000,3.447904,3.395450,0.260966,0.906464,0.000000
219, 13346, 2.490109, 2.501199, 2.804147, 0.036021, 0.328638,0.289577,0.338776,0.000000,0.015506,0.020515,0.000000,3.460057,3.424976,0.244377,0.940174,0.000000
220, 15115, 2.640820, 2.502878, 2.689143, 0.033870, 0.335428,0.243925,0.294038,0.000000,0.015127,0.018743,0.000000,3.490892,3.444483,0.259027,0.946187,0.000000
221, 16694, 2.825806, 2.503714, 2.528303, 0.032447, 0.434348,0.220459,0.256329,0.000000,0.014325,0.018122,0.000000,3.514203,3.466810,0.258867,0.965076,0.000000
222, 16256, 2.694082, 2.500369, 2.395181, 0.029147, 0.433748,0.207337,0.230683,0.000000,0.012711,0.016436,0.000000,3.519582,3.469747,0.265695,0.961659,0.000000
223, 15524, 2.764945, 2.504702, 2.356677, 0.027282, 0.436163,0.180353,0.192799,0.000000,0.012071,0.015211,0.000000,3.513605,3.488103,0.272213,0.960272,0.000000
224, 14698, 2.873656, 2.494489, 2.301937, 0.026073, 0.471425,0.163473,0.159168,0.000000,0.011782,0.014291,0.000000,3.522520,3.498275,0.295640,0.944708,0.000000
225, 13347, 2.883494, 2.492920, 2.233890, 0.024724, 0.495018,0.161566,0.142119,0.000000,0.011688,0.013036,0.000000,3.516401,3.495291,0.327299,0.909347,0.000000
226, 11670, 2.906512, 2.500514, 2.205272, 0.023743, 0.516795,0.158416,0.133115,0.000000,0.009749,0.013994,0.000000,3.520724,3.498515,0.365829,0.873953,0.000000
227, 9948, 2.872939, 2.496884, 2.157038, 0.023391, 0.534077,0.156056,0.122685,0.000000,0.009786,0.013605,0.000000,3.510644,3.481448,0.420322,0.808363,0.000000
228, 8252, 2.850945, 2.493093, 2.114593, 0.023827, 0.537930,0.149057,0.096034,0.000000,0.009480,0.014347,0.000000,3.505413,3.484750,0.480303,0.747683,0.000000
229, 6756, 2.891356, 2.489935, 2.111276, 0.022276, 0.540853,0.159419,0.081389,0.000000,0.009457,0.012819,0.000000,3.488957,3.461149,0.572609,0.639030,0.000000
230, 5535, 2.902078, 2.497922, 2.089345, 0.025707, 0.553207,0.170310,0.076183,0.000000,0.010272,0.015435,0.000000,3.451430,3.430565,0.652009,0.531786,0.000000
231, 4401, 2.911384, 2.496024, 2.100703, 0.025290, 0.558509,0.176476,0.075127,0.000000,0.010494,0.014796,0.000000,3.418885,3.417424,0.762864,0.402364,0.000000
232, 3476, 2.884350, 2.497699, 2.116187, 0.027300, 0.558113,0.185720,0.069857,0.000000,0.010906,0.016394,0.000000,3.408104,3.360653,0.873990,0.263575,0.000000
233, 2817, 2.817891, 2.492368, 2.055578, 0.028368, 0.558040,0.179379,0.052348,0.000000,0.009862,0.018506,0.000000,3.374744,3.306544,1.014001,0.087802,0.000000
234, 2244, 2.887255, 2.502228, 3.019805, 0.035482, 0.294118,0.340637,0.823886,0.000000,0.010375,0.025107,0.000000,3.326115,3.221282,1.103657,-0.056760,0.000000
235, 2785, 2.433393, 2.495871, 2.996858, 0.042186, 0.314183,0.337548,0.721706,0.000000,0.015184,0.027002,0.000000,3.321798,3.249473,1.157222,-0.100392,0.000000
236, 3348, 2.309140, 2.501493, 2.853298, 0.046801, 0.345281,0.226518,0.487671,0.000000,0.020809,0.025992,0.000000,3.334170,3.288625,1.146028,-0.068008,0.000000
237, 3846, 2.403276, 2.502600, 2.896360, 0.052886, 0.295372,0.261444,0.467869,0.000000,0.024053,0.028833,0.000000,3.312352,3.287240,1.123363,-0.054858,0.000000
238, 4574, 2.566463, 2.507652, 2.927060, 0.059625, 0.256449,0.283438,0.495496,0.000000,0.026383,0.033242,0.000000,3.311655,3.299871,1.089096,-0.015707,0.000000
239, 5531, 2.752124, 2.500994, 2.784841, 0.057882, 0.359429,0.231811,0.422991,0.000000,0.026081,0.031801,0.000000,3.312135,3.322715,1.026366,0.056554,0.000000
